,id,name,company_id,amount,status,created_at,paid_at
24,2f08a65c6e10505beae5a1cd,MiPasajefy,cbf1c8b09cd5b549416d49d2,102.98,paid,2019-01-02,2019-01-02
25,be79778857c376c2d7c4500e,MiPasajefy,cbf1c8b09cd5b549416d49d2,158.33,paid,2019-04-11,2019-04-11
26,7515720474abd64ef9ab4e9a,MiPasajefy,cbf1c8b09cd5b549416d49d2,152.34,pending_payment,2019-03-01,
27,8e30aaeb7bd4400a333dfaaa,MiPasajefy,cbf1c8b09cd5b549416d49d2,51.44,paid,2019-03-01,2019-03-01
28,fc4c84b317ece0828e70be31,MiPasajefy,cbf1c8b09cd5b549416d49d2,49.47,paid,2019-01-02,2019-01-02
29,0e066d3752a543428d7dc81c,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,pending_payment,2019-03-08,
30,7ce16fa25eecf4465993708f,MiPasajefy,cbf1c8b09cd5b549416d49d2,16.47,paid,2019-03-10,2019-03-10
31,b92339e9ff0ecc7e55193947,MiPasajefy,cbf1c8b09cd5b549416d49d2,204.41,paid,2019-02-07,2019-02-07
32,4e95db9854058e34950d6b05,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,pending_payment,2019-03-14,
33,63276fa5b4b3696479176875,MiPasajefy,cbf1c8b09cd5b549416d49d2,23.06,paid,2019-03-15,2019-03-15
34,413045845ba375f375313123,MiPasajefy,cbf1c8b09cd5b549416d49d2,133.08,pending_payment,2019-03-22,
35,dafd32d355cf701ae30214cd,MiPasajefy,cbf1c8b09cd5b549416d49d2,300.09,voided,2019-03-22,
36,253c398f2a423e45d4f97f3d,MiPasajefy,cbf1c8b09cd5b549416d49d2,89.56,paid,2019-04-29,2019-04-29
37,94eaa865a47e2a54ee550bdb,MiPasajefy,cbf1c8b09cd5b549416d49d2,78.83,voided,2019-05-02,
38,06d1484cbb43c076b791197b,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,voided,2019-05-12,
39,c215bdc90176a48a2f0f7d44,MiPasajefy,cbf1c8b09cd5b549416d49d2,34.69,paid,2019-04-02,2019-04-02
40,70375982a5d7634317dd7ff3,MiPasajefy,cbf1c8b09cd5b549416d49d2,62.03,voided,2019-03-14,
41,0f8d51c59c95327bd5d86151,MiPasajefy,cbf1c8b09cd5b549416d49d2,55.75,paid,2019-03-15,2019-03-15
42,941e27a3062feecd202a32f3,MiPasajefy,cbf1c8b09cd5b549416d49d2,50.32,pending_payment,2019-05-05,
43,6b276dfb8d0eea1547d5b522,MiPasajefy,cbf1c8b09cd5b549416d49d2,73.22,voided,2019-04-12,
44,85b3d7bc2f464f3488b0659d,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,voided,2019-01-16,
45,47dd3648799bef0cd281e574,MiPasajefy,cbf1c8b09cd5b549416d49d2,29.06,paid,2019-03-20,2019-03-20
46,6b00aaa66b4b99a3aa7cb9c4,MiPasajefy,cbf1c8b09cd5b549416d49d2,239.17,paid,2019-05-15,2019-05-15
47,56f32d6c1cc771e92091a45e,MiPasajefy,cbf1c8b09cd5b549416d49d2,21.42,voided,2019-05-09,
48,dd8eaa366e64ab8742e7d837,MiPasajefy,cbf1c8b09cd5b549416d49d2,171.61,paid,2019-04-04,2019-04-04
49,76396b9b7a659839df96842a,MiPasajefy,cbf1c8b09cd5b549416d49d2,61.23,paid,2019-01-08,2019-01-08
50,cc4930693d209131aaad0a39,MiPasajefy,cbf1c8b09cd5b549416d49d2,60.54,paid,2019-03-18,2019-03-18
51,f04e87dc352c2a92dd6b2366,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,pending_payment,2019-02-05,
52,0a46b7e46ae5aab554768d32,MiPasajefy,cbf1c8b09cd5b549416d49d2,19234.99,pending_payment,2019-04-08,
53,6b65dd3b71b907341a60559e,MiPasajefy,cbf1c8b09cd5b549416d49d2,153.23,paid,2019-03-08,2019-03-08
54,64c92376651e382f4e30e047,MiPasajefy,cbf1c8b09cd5b549416d49d2,55.48,paid,2019-04-24,2019-04-24
55,cab6e19017490184ceef8e05,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,voided,2019-05-06,
56,9d77857f6a1ed428af024832,MiPasajefy,cbf1c8b09cd5b549416d49d2,55.75,paid,2019-03-01,2019-03-01
57,344bd0d9bebdfc961a8fada3,MiPasajefy,cbf1c8b09cd5b549416d49d2,5.19,paid,2019-02-18,2019-02-18
58,bb96761845579a448c5f5417,MiPasajefy,cbf1c8b09cd5b549416d49d2,41.61,paid,2019-03-28,2019-03-29
59,de70ca3bb243a744fa3601b4,MiPasajefy,cbf1c8b09cd5b549416d49d2,78.72,voided,2019-03-01,
60,5b4c5ef80808eab414451bae,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,pending_payment,2019-05-19,
61,6a3acf23b05cd130a6932a19,MiPasajefy,cbf1c8b09cd5b549416d49d2,21.83,voided,2019-02-24,
62,8743abdffadaeaf6f82b743f,MiPasajefy,cbf1c8b09cd5b549416d49d2,62.96,paid,2019-04-16,2019-04-16
63,88efe278be84af003d02ffde,MiPasajefy,cbf1c8b09cd5b549416d49d2,39.36,paid,2019-03-08,2019-03-08
64,2bc8b5a13184279bcfc5bf9a,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,pending_payment,2019-01-31,
65,acf1af89b691e84d02117a86,MiPasajefy,cbf1c8b09cd5b549416d49d2,5.29,paid,2019-04-25,2019-04-25
66,f47c42fab13956779e5db56a,MiPasajefy,cbf1c8b09cd5b549416d49d2,186.3,voided,2019-02-22,
67,3637a9081db81bed1d3b63e3,MiPasajefy,cbf1c8b09cd5b549416d49d2,55.75,paid,2019-02-13,2019-02-13
68,2b37f09ac9cd1763154c1587,MiPasajefy,cbf1c8b09cd5b549416d49d2,134.75,paid,2019-01-05,2019-01-05
69,eb01b8fdbc1d685c75ef184e,MiPasajefy,cbf1c8b09cd5b549416d49d2,184.91,voided,2019-03-19,
70,e903d9c16b1005b4ef4037d8,MiPasajefy,cbf1c8b09cd5b549416d49d2,143.56,voided,2019-02-12,
71,e2042a0f0b94e48a137998f8,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,voided,2019-05-04,
72,f02968701bd76eba602973c3,MiPasajefy,cbf1c8b09cd5b549416d49d2,27.87,paid,2019-03-23,2019-03-23
73,1f3ace31bfc0455fbd48be59,MiPasajefy,cbf1c8b09cd5b549416d49d2,45.14,voided,2019-05-03,
74,ca1b3cf16c992c1e8f1ae85f,MiPasajefy,cbf1c8b09cd5b549416d49d2,159.79,paid,2019-05-10,2019-05-10
75,29786d87939f3857c52b7545,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,voided,2019-01-24,
76,17acde39589604bd44d6b084,MiPasajefy,cbf1c8b09cd5b549416d49d2,91.94,paid,2019-03-18,2019-03-18
77,a6b964c4dc6e2363872d5e05,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,pending_payment,2019-02-21,
78,496d2511ac4e58e78d654014,Muebles chidos,8f642dc67fccf861548dfe1c,5599.0,pending_payment,2019-02-19,
79,0b622d891ed8354929117a0d,MiPasajefy,cbf1c8b09cd5b549416d49d2,285.0,paid,2019-03-12,2019-03-12
80,61c02cdaac7d7d271e986180,MiPasajefy,cbf1c8b09cd5b549416d49d2,41.61,paid,2019-03-27,2019-03-27
81,9f5be6391881ac988fae610b,MiPasajefy,cbf1c8b09cd5b549416d49d2,160.57,paid,2019-02-12,2019-02-12
82,62c49af8d631260b4e13fe7b,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,pending_payment,2019-02-27,
83,6466f79461990651e26f9745,MiPasajefy,cbf1c8b09cd5b549416d49d2,80.6,paid,2019-05-03,2019-05-04
84,eea9f0a5bcb0234ed72daafd,MiPasajefy,cbf1c8b09cd5b549416d49d2,223.01,pending_payment,2019-03-28,
85,40a438f15711451770e99d61,MiPasajefy,cbf1c8b09cd5b549416d49d2,39.9,pending_payment,2019-02-14,
86,9800aaa2809fcb3507471c37,MiPasajefy,cbf1c8b09cd5b549416d49d2,212.7,paid,2019-01-24,2019-01-24
87,aef2058c6485d2ba70f82d59,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,pending_payment,2019-04-30,
88,c0ddf5b824b5bc58d72a52f1,MiPasajefy,cbf1c8b09cd5b549416d49d2,45.15,paid,2019-04-14,2019-04-14
89,75ce6ca1191e4d8df59a7e1b,MiPasajefy,cbf1c8b09cd5b549416d49d2,210.59,paid,2019-05-16,2019-05-16
90,f143ea67ee5f26c61dd9eba2,MiPasajefy,cbf1c8b09cd5b549416d49d2,66.15,voided,2019-03-24,
91,289c48b0ac694c47d174dd8a,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,pending_payment,2019-01-02,
92,35ca0419dce32353f69168a6,MiPasajefy,cbf1c8b09cd5b549416d49d2,31.85,paid,2019-01-12,2019-01-12
93,91cd72a6b6d6f5f31a0e5d39,MiPasajefy,cbf1c8b09cd5b549416d49d2,97.14,paid,2019-03-16,2019-03-16
94,f6a9506354104193da911d30,MiPasajefy,cbf1c8b09cd5b549416d49d2,68.43,paid,2019-01-04,2019-01-04
95,47edf509623507cf4c72abae,MiPasajefy,cbf1c8b09cd5b549416d49d2,54.1,paid,2019-01-14,2019-01-14
96,cb02a6ab422c9d36d30f02f6,MiPasajefy,cbf1c8b09cd5b549416d49d2,38.65,voided,2019-02-08,
97,a8d468a153cc3139b6eee8e3,MiPasajefy,cbf1c8b09cd5b549416d49d2,82.04,paid,2019-01-12,2019-01-12
98,c5ffab640c4259dfa95794fd,MiPasajefy,cbf1c8b09cd5b549416d49d2,61.14,pending_payment,2019-04-03,
99,e7f1bd70643093ac5161094e,MiPasajefy,cbf1c8b09cd5b549416d49d2,48.71,paid,2019-03-23,2019-03-23
100,5416a4acfc1d5a429c814ba7,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,pending_payment,2019-01-21,
101,cb9765d4b5b2f6713294ee6b,MiPasajefy,cbf1c8b09cd5b549416d49d2,76.33,paid,2019-01-09,2019-01-09
102,089482a2cdb9c746655c23a7,MiPasajefy,cbf1c8b09cd5b549416d49d2,47.77,paid,2019-02-02,2019-02-02
103,3837f46eb3c5cef5c3ff7859,MiPasajefy,cbf1c8b09cd5b549416d49d2,56.92,paid,2019-03-21,2019-03-21
104,2c21d9c5b4a87bdf3d5669e1,MiPasajefy,cbf1c8b09cd5b549416d49d2,154.96,pending_payment,2019-01-12,
105,ad39765bb4ec5ca5fa7c2b19,MiPasajefy,cbf1c8b09cd5b549416d49d2,100.81,paid,2019-04-04,2019-04-04
106,91d17653eab000dc4f5a1930,MiPasajefy,cbf1c8b09cd5b549416d49d2,92.85,paid,2019-01-08,2019-01-08
107,f8953154bcdbbfb3183eb259,MiPasajefy,cbf1c8b09cd5b549416d49d2,126.7,paid,2019-01-08,2019-01-08
108,41d2d86f3769b321a0b67888,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,voided,2019-01-15,
109,da3e3d9d974f287cd1009745,MiPasajefy,cbf1c8b09cd5b549416d49d2,90.58,paid,2019-05-13,2019-05-13
110,b89c196f0851da25bde7f1fc,MiPasajefy,cbf1c8b09cd5b549416d49d2,240.87,paid,2019-05-16,2019-05-16
111,f571f49a4b89a49b7ff9d612,MiPasajefy,cbf1c8b09cd5b549416d49d2,165.67,paid,2019-03-19,2019-03-19
112,0b265389e941ff8f9c739576,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,voided,2019-04-12,
113,d22068fc5439afc7c1416e2b,MiPasajefy,cbf1c8b09cd5b549416d49d2,15.92,pending_payment,2019-03-15,
114,e752d36cc0f37cbb6767cd51,MiPasajefy,cbf1c8b09cd5b549416d49d2,207.32,paid,2019-03-23,2019-03-23
115,2b73a57769b4203eabf77dfc,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,voided,2019-03-26,
116,a1fc6e528a1855b8acf9267e,MiPasajefy,cbf1c8b09cd5b549416d49d2,108.31,paid,2019-04-01,2019-04-01
117,b66ea1290a19e4475831391c,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,pending_payment,2019-04-15,
118,f44fdf01e57589e7b08525db,MiPasajefy,cbf1c8b09cd5b549416d49d2,115.6,voided,2019-02-27,
119,079f492ad48e64c9e81851c9,MiPasajefy,cbf1c8b09cd5b549416d49d2,121.31,paid,2019-04-17,2019-04-17
120,f78cf2ba2701da84d52a0773,MiPasajefy,cbf1c8b09cd5b549416d49d2,38.51,voided,2019-02-17,
121,8a0cc3e7524792e48ef042ee,MiPasajefy,cbf1c8b09cd5b549416d49d2,247.99,paid,2019-05-18,2019-05-18
122,24471d7f38fddd9281134bb9,MiPasajefy,cbf1c8b09cd5b549416d49d2,75.37,paid,2019-03-15,2019-03-15
123,e0a88a4f95d6f5f1470d0691,MiPasajefy,cbf1c8b09cd5b549416d49d2,130.14,voided,2019-02-11,
124,28dc156ebdb56e10237b9f00,MiPasajefy,cbf1c8b09cd5b549416d49d2,74.02,paid,2019-03-20,2019-03-20
125,ed865eaedc05315c01a3a0f6,MiPasajefy,cbf1c8b09cd5b549416d49d2,30.0,paid,2019-01-05,2019-01-05
126,dd2133b2426825645c1d2705,MiPasajefy,cbf1c8b09cd5b549416d49d2,68.71,voided,2019-03-04,
127,893ed946f477bd580a481907,MiPasajefy,cbf1c8b09cd5b549416d49d2,179.71,paid,2019-04-12,2019-04-12
128,ef6d59ba7e4fa50289bc340b,MiPasajefy,cbf1c8b09cd5b549416d49d2,126.5,paid,2019-01-30,2019-01-30
129,ccf28a2c7d79fd0be04768ad,MiPasajefy,cbf1c8b09cd5b549416d49d2,92.68,paid,2019-04-03,2019-04-03
130,37584822ef3826aaf0dbe371,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,voided,2019-05-18,
131,ed987f85348de5d92be40786,MiPasajefy,cbf1c8b09cd5b549416d49d2,33.0,paid,2019-03-23,2019-03-24
132,ced953ebbc35c36a5576e29f,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,pending_payment,2019-03-04,
133,92fa203b99b4b04387a53818,MiPasajefy,cbf1c8b09cd5b549416d49d2,41.61,paid,2019-04-17,2019-04-17
134,c1bc6b4b7a8542c252e92536,MiPasajefy,cbf1c8b09cd5b549416d49d2,240.95,pending_payment,2019-03-15,
135,ba7591f8d5e438041e33da05,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,voided,2019-01-09,
136,e6de6dadfd6c641e92f9e8c8,MiPasajefy,cbf1c8b09cd5b549416d49d2,50.0,refunded,2019-02-20,2019-02-20
137,30c842e62f6b547d78ec483e,MiPasajefy,cbf1c8b09cd5b549416d49d2,52.16,voided,2019-03-29,
138,274566c27919fb550658bd8f,MiPasajefy,cbf1c8b09cd5b549416d49d2,47.56,paid,2019-01-21,2019-01-21
139,23b78907d90437d2cbbe4d7c,MiPasajefy,cbf1c8b09cd5b549416d49d2,42.0,paid,2019-04-04,2019-04-04
140,63dbdf171effbc644b541265,MiPasajefy,cbf1c8b09cd5b549416d49d2,48.04,paid,2019-03-26,2019-03-26
141,c84c0c9a68fd2b78c7cd8664,MiPasajefy,cbf1c8b09cd5b549416d49d2,43.87,paid,2019-02-18,2019-02-18
142,6e32698c969d3021a307dc68,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,voided,2019-02-14,
143,7acda23587a05c56f0e09f21,MiPasajefy,cbf1c8b09cd5b549416d49d2,31.52,paid,2019-03-23,2019-03-23
144,c7af022e92396cb141a7bcc1,MiPasajefy,cbf1c8b09cd5b549416d49d2,66.35,paid,2019-02-20,2019-02-20
145,bb22449f78a50ade24c1d38d,MiPasajefy,cbf1c8b09cd5b549416d49d2,53.14,paid,2019-05-14,2019-05-14
146,f03e975424dfba4e99016527,MiPasajefy,cbf1c8b09cd5b549416d49d2,21.37,voided,2019-05-16,
147,f31fae11edb0ab83564e757c,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,pending_payment,2019-02-10,
148,3228d26ad704c4c1c0c1945b,MiPasajefy,cbf1c8b09cd5b549416d49d2,25.88,paid,2019-02-19,2019-02-19
149,0721dfedacebe920239e1b20,Muebles chidos,8f642dc67fccf861548dfe1c,7313.1,pending_payment,2019-04-02,
150,b32732db26de999269360c50,MiPasajefy,cbf1c8b09cd5b549416d49d2,53.85,pending_payment,2019-04-04,
151,0d12c1bcdab288f63f62a9cb,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,pending_payment,2019-01-01,
152,c9aa61b22344912719af60cf,MiPasajefy,cbf1c8b09cd5b549416d49d2,34.23,pending_payment,2019-03-31,
153,be74ca7f4e079d5af0b9ba66,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,voided,2019-01-11,
154,19535065dd55ad0c10dfb29f,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,voided,2019-05-14,
155,b269dec7bd4944b78908dfff,MiPasajefy,cbf1c8b09cd5b549416d49d2,159.94,paid,2019-04-29,2019-04-29
156,d7e92cb637674ce958240ac7,MiPasajefy,cbf1c8b09cd5b549416d49d2,63.42,paid,2019-01-10,2019-01-10
157,1f8a0b0313c248ea80479fec,MiPasajefy,cbf1c8b09cd5b549416d49d2,57.33,paid,2019-03-27,2019-03-27
158,7d5704a7e0329c7f9e99f784,MiPasajefy,cbf1c8b09cd5b549416d49d2,31.65,paid,2019-01-02,2019-01-03
159,abbc5b58a188d1943d7b9ba9,MiPasajefy,cbf1c8b09cd5b549416d49d2,109.82,paid,2019-02-14,2019-02-14
160,22e57b5d6052a2a22e672f3c,MiPasajefy,cbf1c8b09cd5b549416d49d2,57.64,voided,2019-03-16,
161,f7a7a2e6e29ddb7b8fdca4a9,MiPasajefy,cbf1c8b09cd5b549416d49d2,98.34,voided,2019-03-02,
162,2138a40d73fb6c3add02f1e8,MiPasajefy,cbf1c8b09cd5b549416d49d2,99.0,voided,2019-01-07,
163,1b692ed5e12a4bac97bc1442,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,voided,2019-01-20,
164,5c243f2b661296093401d7b9,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,voided,2019-01-14,
165,3f012f733fd60fc082d77f63,MiPasajefy,cbf1c8b09cd5b549416d49d2,44.9,paid,2019-04-04,2019-04-04
166,c6149463ce0713d631b03ba8,MiPasajefy,cbf1c8b09cd5b549416d49d2,66.87,paid,2019-05-14,2019-05-14
167,0dadfd4eb44dc5d8ce985838,MiPasajefy,cbf1c8b09cd5b549416d49d2,55.75,paid,2019-01-18,2019-01-18
168,9bd8b7d81c0eff5c99eaf82b,MiPasajefy,cbf1c8b09cd5b549416d49d2,179.96,paid,2019-03-28,2019-03-28
169,b9978b65d0a91b1fa6844875,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,pending_payment,2019-02-13,
170,f77cafb397ce4456408e1459,MiPasajefy,cbf1c8b09cd5b549416d49d2,55.75,charged_back,2019-03-08,2019-03-08
171,ae8c7ed861756aa205cba108,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,pending_payment,2019-03-31,
172,c38bd66d166626cc0705ef4c,MiPasajefy,cbf1c8b09cd5b549416d49d2,102.19,pending_payment,2019-04-03,
173,ad8855f54f015d9430cd0610,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,voided,2019-03-17,
174,f62b8330618ae438ea8fec2d,Muebles chidos,8f642dc67fccf861548dfe1c,7999.0,pending_payment,2019-03-27,
175,28cf2d3d56391c9af6eb5f1a,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,voided,2019-03-09,
176,b3560e9add1b4416d0ea9aa3,MiPasajefy,cbf1c8b09cd5b549416d49d2,41.61,paid,2019-05-06,2019-05-06
177,09151ac974a0ea1bb172c263,Muebles chidos,8f642dc67fccf861548dfe1c,699.0,paid,2019-04-29,2019-04-29
178,01cdae1d4a997948d58b839f,MiPasajefy,cbf1c8b09cd5b549416d49d2,56.9,paid,2019-01-17,2019-01-18
179,6f4db137b7ac34e5dde0d407,MiPasajefy,cbf1c8b09cd5b549416d49d2,46.03,paid,2019-03-03,2019-03-03
180,99b338f67f22d96595db53c4,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,voided,2019-02-27,
181,0df9482133cc9774b43b5970,MiPasajefy,cbf1c8b09cd5b549416d49d2,62.12,paid,2019-03-13,2019-03-13
182,ac8f6474e31d8ccedfc24f69,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,voided,2019-02-03,
183,4c8c8dde5111fa4c53a2a2f1,MiPasajefy,cbf1c8b09cd5b549416d49d2,67.66,paid,2019-03-20,2019-03-20
184,bae730ec34a00da19473eb30,MiPasajefy,cbf1c8b09cd5b549416d49d2,48.83,paid,2019-02-23,2019-02-23
185,96523f378187a9f8021a4aa6,MiPasajefy,cbf1c8b09cd5b549416d49d2,102.16,paid,2019-04-10,2019-04-10
186,94bd902f37127a0dd3d3fd80,MiPasajefy,cbf1c8b09cd5b549416d49d2,320.06,paid,2019-03-14,2019-03-14
187,b1631d296f5e19b18372fa3a,MiPasajefy,cbf1c8b09cd5b549416d49d2,36.8,paid,2019-02-23,2019-02-23
188,64cb7154394ce4cbea80d9c8,MiPasajefy,cbf1c8b09cd5b549416d49d2,101.78,paid,2019-03-05,2019-03-05
189,6973999ddfce63ad1b198843,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,pending_payment,2019-02-25,
190,5905d22be59b6eab2b4beea5,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,voided,2019-04-06,
191,5c07edbdf720143b9db86bf9,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,voided,2019-04-10,
192,d1b2888a400da714f2e92e4d,MiPasajefy,cbf1c8b09cd5b549416d49d2,229.85,voided,2019-05-02,
193,90843ed8cd0438970cab2d7f,MiPasajefy,cbf1c8b09cd5b549416d49d2,98.17,pre_authorized,2019-05-20,
194,2535e91226f4bfe6de9e6527,MiPasajefy,cbf1c8b09cd5b549416d49d2,76.92,charged_back,2019-01-16,2019-01-16
195,b0364a01e07986af37c48c9a,MiPasajefy,cbf1c8b09cd5b549416d49d2,111.62,paid,2019-01-11,2019-01-11
196,136d1a0097f1c335e8252a30,MiPasajefy,cbf1c8b09cd5b549416d49d2,209.23,paid,2019-04-05,2019-04-05
197,c97578c0979f9bc8efe59718,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,voided,2019-05-09,
198,83d98fd2ee043625cfe95c2b,MiPasajefy,cbf1c8b09cd5b549416d49d2,134.6,pending_payment,2019-02-25,
199,3612cdfa68d1124b0c5cf9c4,MiPasajefy,cbf1c8b09cd5b549416d49d2,72.93,paid,2019-04-01,2019-04-01
200,0dfccb1745500b6ad191a26b,MiPasajefy,cbf1c8b09cd5b549416d49d2,47.66,paid,2019-03-31,2019-04-01
201,b39bd04446daba6f91f7bcef,MiPasajefy,cbf1c8b09cd5b549416d49d2,198.4,paid,2019-02-12,2019-02-12
202,75c42cfaa6b6e466be70eab4,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,pending_payment,2019-01-14,
203,e0416a3061b6cdb955ca60a1,MiPasajefy,cbf1c8b09cd5b549416d49d2,61.29,pending_payment,2019-03-24,
204,48e50062d5dd550b4d8ae419,MiPasajefy,cbf1c8b09cd5b549416d49d2,106.73,paid,2019-05-08,2019-05-08
205,a28431bddd45f0bb33e836b9,MiPasajefy,cbf1c8b09cd5b549416d49d2,150.93,voided,2019-03-08,
206,885a5973b167c981ade42f64,MiPasajefy,cbf1c8b09cd5b549416d49d2,17.38,paid,2019-01-27,2019-01-27
207,68cbce5795afb8034c8ac000,MiPasajefy,cbf1c8b09cd5b549416d49d2,68.0,paid,2019-05-19,2019-05-19
208,c968bfa20bae1f7ba0083a44,MiPasajefy,cbf1c8b09cd5b549416d49d2,75.92,paid,2019-04-16,2019-04-16
209,a4961de1d186d77ad782507a,MiPasajefy,cbf1c8b09cd5b549416d49d2,45.59,voided,2019-03-19,
210,804f15b8648ba5f2cf0b7c8f,MiPasajefy,cbf1c8b09cd5b549416d49d2,27.08,pending_payment,2019-02-04,
211,8b332bbb9d3eccd136f8441e,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,voided,2019-01-11,
212,19cb80a337faeda2ce64325e,MiPasajefy,cbf1c8b09cd5b549416d49d2,3.0,pending_payment,2019-03-11,
213,77d2770dc108af77443e6762,MiPasajefy,cbf1c8b09cd5b549416d49d2,109.13,paid,2019-03-13,2019-03-13
214,fd4594c048fd7e4bd2d9e496,MiPasajefy,cbf1c8b09cd5b549416d49d2,6405.97,paid,2019-01-02,2019-01-02
